StudentID,SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,SGPA_Sem8,CGPA,AttendancePercent,Internships,Projects,Workshops,Certifications,Publications,AptitudeTestScore,SoftSkillsRating,CodingTestScore,MockInterviewScore,ExtraCurricular,Salary Package,IsAnomaly,PlacementStatus,Embedding_Gender_1,Embedding_Gender_2,Embedding_Gender_3,Embedding_City_1,Embedding_City_2,Embedding_City_3,Embedding_CollegeTier_1,Embedding_CollegeTier_2,Embedding_CollegeTier_3,Embedding_Stream_1,Embedding_Stream_2,Embedding_Stream_3,Embedding_Specialisation_1,Embedding_Specialisation_2,Embedding_Specialisation_3,Embedding_Hostel_1,Embedding_Hostel_2,Embedding_Hostel_3,Embedding_HistoryOfBacklogs_1,Embedding_HistoryOfBacklogs_2,Embedding_HistoryOfBacklogs_3,Embedding_CGPA_Tier_1,Embedding_CGPA_Tier_2,Embedding_CGPA_Tier_3
25050,6.17,5.81,6.12,5.4,5.31,5.67,5.6,5.73,5.76,64.7,1,2,1.0,2,0,70.9,2.7,58.2,55.4,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
25051,6.72,6.42,6.6,7.19,6.6,6.51,7.11,7.08,4.06,54.68715842,0,2,2.0,1,0,36.8,3.7,9.0,51.7,1,8.97,1,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
25052,4.31,4.63,4.24,4.38,4.13,4.44,4.5,4.38,4.04,70.6,1,1,1.0,2,1,61.8,2.8,63.6,46.6,1,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
25053,8.35,7.49,7.84,7.9,7.85,7.67,7.77,7.17,7.72,68.3,1,2,1.8044691509931448,2,1,62.1,3.3,57.41127296699558,51.8,0,9.39,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
25054,6.39,7.03,6.75,6.73,7.2,6.77,6.77,6.97,6.78,81.4,2,3,4.0,2,2,93.2,3.8,71.9,61.2,1,8.11,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
25055,5.84,5.98,6.2,5.85,6.56,6.01,5.52,6.13,5.88,52.9,0,1,0.0,1,0,41.0,2.2,29.3,26.3,0,0.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
25056,7.86,8.25,8.1,8.14,8.18,8.48,8.57,9.02,8.15,90.0,2,2,3.0,3,1,74.4,3.1542109566639414,86.0,80.7,0,18.04,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
25057,6.08,5.18,5.27,5.89,5.43,4.92,5.66,5.47,5.46,50.0,0,0,1.0,1,0,68.85926127341149,1.9,18.0,31.4,1,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
25058,7.96,7.67,8.05,7.94,8.15,8.39,8.42,8.67,8.2,93.9,1,4,2.0,5,2,95.1,3.5,65.5,75.9,0,18.67,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
25059,8.26,7.83,8.26,7.7,8.37,8.28,8.13,7.83,8.25,72.7,1,3,2.0,1,0,74.0,2.5,58.2,63.5,0,18.82,0,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
25060,5.67,6.42,5.8,6.28,6.32,6.01,6.31,6.23,9.74,94.5,3,5,1.8044691509931448,3,0,98.3,5.0,96.4,80.0,0,6.93,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
25061,9.64,9.47,9.55,9.55,9.78,9.69,9.75,9.47,9.69,76.8,1,4,3.0,3,1,86.7,4.0,70.2,68.3,1,25.25,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
25062,5.45,5.95,6.67,6.39,6.05,6.68,5.88,6.76,6.27,66.6,1,1,1.0,1,0,68.85926127341149,3.6,57.9,40.3,1,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
25063,5.88,6.58,6.02,6.19,6.19,6.23,6.13,5.56,6.21,79.9,1,2,2.0,2,1,82.0,2.6,60.2,50.0,0,3.11,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
25064,7.55,7.56,7.67,7.8,7.39,7.82,7.77,7.67,7.54,86.5,2,4,4.0,3,1,60.4,4.6,71.1,64.9,1,8.27,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
25065,6.84,6.54,6.1,7.01,6.7,6.45,6.63,6.87,6.55,64.8,1,1,1.0,1,1,78.2,2.0,64.5,50.1,0,0.0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
25066,7.89,7.93,8.02,8.73,8.19,8.38,8.43,8.18,8.17,100.0,1,3,3.0,2,1,100.0,3.5,65.3,97.1,1,22.26,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
25067,6.14,6.75,6.92,7.02,6.49,6.65,7.04,7.11,6.72,74.4,1,2,1.0,1,1,68.4,3.1,56.0,48.6,1,8.67,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
25068,4.0,4.0,4.0,4.0,4.68,4.0,4.0,4.0,4.08,65.3,0,1,0.0,1,0,50.8,2.5,33.4,23.2,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
25069,6.64,7.3,7.02,7.42,6.65,7.27,6.94,6.81,6.98,59.0,0,1,1.8044691509931448,0,0,52.4,3.1542109566639414,31.4,27.1,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
25070,7.21,6.16,6.84,6.51,6.46,6.58,6.47,6.82,6.56,83.3,1,1,1.8044691509931448,2,1,58.5,2.6,56.5,49.8,0,0.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
25071,8.37,8.19,8.45,8.07,9.13,8.29,8.76,8.76,8.82,94.9,2,2,3.0,4,1,88.8,4.3,95.2,52.0,0,18.34,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
25072,8.12,8.25,8.03,8.22,8.25,8.09,8.85,8.29,8.43,83.0,3,3,2.0,4,2,66.7,4.1,63.2,77.8,1,22.16,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
25073,7.63,7.81,7.94,8.1,7.78,8.29,7.83,8.07,7.97,56.0,1,1,1.0,0,0,37.1,2.5,23.3,28.0,0,0.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
25074,8.39,8.27,8.33,9.02,8.83,9.27,8.86,8.71,8.63,90.2,2,4,2.0,3,2,97.3,4.4,91.8,56.7,1,22.6,0,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
25075,7.09,6.67,7.5,6.85,7.16,6.85,6.98,6.49,6.88,66.3,0,1,1.0,1,0,41.5,1.6,31.9,33.5,1,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
25076,8.1,8.5,7.53,7.87,8.18,7.95,8.33,8.46,8.07,92.1,1,2,1.0,1,1,63.8,3.3,54.4,50.5,0,18.12,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
25077,6.0,5.14,5.44,5.57,5.42,4.76,5.27,4.87,5.42,54.7,0,1,0.0,0,0,36.8,2.3,27.3,36.1,0,0.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
25078,6.25,6.69,6.63,6.3,6.44,6.79,6.87,6.19,6.59,78.5,1,2,1.8044691509931448,1,0,65.5,3.1542109566639414,48.5,55.0,1,8.77,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
25079,5.03,5.32,4.52,5.04,5.09,4.67,5.06,4.99,5.08,77.8,1,2,1.0,2,0,62.9,3.1542109566639414,55.1,50.6,1,0.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
25080,6.51,7.11,6.48,7.02,6.26,6.81,6.27,6.41,6.65,75.6,1,1,2.0,1,0,78.6,4.4,38.3,52.9,1,8.74,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
25081,4.95,4.49,4.71,4.65,4.5,4.87,4.44,4.6,4.59,58.0,1,1,1.0,1,0,43.6,1.7,29.0,26.0,1,0.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
25082,6.9,6.44,6.93,7.4,6.92,7.08,6.73,6.71,6.83,64.8,0,0,0.0,0,0,52.9,1.9,30.2,32.3,1,0.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
25083,6.74,6.37,6.16,6.0,6.73,6.65,6.37,6.59,6.55,69.3,1,3,1.8044691509931448,2,0,68.85926127341149,4.2,53.7,53.5,1,8.69,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
25084,5.65,5.22,5.85,5.42,5.49,5.66,5.14,5.74,5.66,75.3,1,2,2.0,1,1,64.3,3.1,65.1,55.40852962724507,1,0.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
25085,7.77,7.07,7.43,7.3,7.18,7.59,7.13,7.09,7.54,66.9,0,3,2.0,2,0,71.4,3.2,60.6,55.40852962724507,0,8.86,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
25086,4.88,5.42,4.34,5.42,4.72,4.62,4.66,4.52,4.87,67.8,1,2,1.8044691509931448,1,1,74.3,2.6,55.7,55.40852962724507,1,0.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
25087,5.87,5.09,5.97,5.85,5.35,5.71,5.9,5.65,5.4,68.4,0,0,0.0,0,0,50.0,1.3,22.4,30.4,0,0.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
25088,7.06,7.48,6.83,7.27,7.63,7.21,7.29,7.5,7.2,73.6,1,0,2.0,2,1,60.9,2.6,56.5,61.0,1,0.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
25089,6.52,6.9,6.65,7.32,7.14,7.7,7.26,7.16,4.34,53.32543933,2,2,1.0,2,1,68.85926127341149,3.4,2.7,45.8,0,12.69,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
25090,6.57,6.52,6.5,6.5,6.4,6.41,6.28,6.52,6.46,73.2,1,2,2.0,1,1,68.85926127341149,2.9,56.6,54.0,1,6.02,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
25091,5.66,5.13,5.89,5.57,5.43,5.86,5.44,6.0,4.22,52.33754392,1,2,1.0,2,0,32.4,3.5,0.7,55.40852962724507,0,3.23,1,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
25092,6.69,6.26,6.38,6.28,6.36,6.01,6.06,6.4,6.29,64.6,0,1,0.0,0,1,50.6,2.9,28.3,29.6,0,0.0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
25093,5.19,5.21,5.39,4.77,5.57,5.25,5.21,5.22,5.16,77.0,1,2,1.0,2,0,75.3,2.3,56.3,53.0,0,0.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
25094,6.82,7.07,6.62,7.04,7.17,7.26,7.16,6.82,6.93,88.2,2,3,4.0,3,2,81.4,3.8,57.41127296699558,75.4,1,8.15,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
25095,7.79,8.08,7.99,7.92,8.17,7.8,7.93,8.38,7.94,76.4,1,2,1.0,1,0,65.5,3.3,59.0,57.5,0,8.44,0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
25096,9.0,8.78,8.93,8.35,8.99,8.81,8.58,9.01,8.67,93.7,1,3,2.0,3,1,86.0,4.0,72.9,84.0,1,22.77,0,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
25097,6.39,6.24,7.04,6.52,6.77,7.0,6.83,6.82,6.8,69.7,1,1,2.0,1,1,70.3,2.7,57.7,62.4,1,8.06,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
25098,4.63,5.24,4.52,4.84,4.52,4.53,4.44,4.23,4.64,72.0,0,1,1.0,0,0,46.6,1.0,28.5,29.9,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
25099,4.92,4.97,5.23,4.91,4.76,5.17,5.02,5.38,5.05,78.6,1,1,2.0,2,1,62.4,3.2,48.0,55.40852962724507,1,0.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
25100,6.44,5.73,5.74,6.2,6.3,5.46,6.1,5.63,5.81,50.9,0,0,0.0,1,0,44.5,1.2,23.3,36.6,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
25101,7.79,7.93,8.45,8.26,7.58,8.17,8.25,8.37,9.98,85.0,3,5,3.0,2,2,99.3,3.7,98.1,65.2,0,18.08,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
25102,5.76,5.9,6.14,6.23,5.69,5.26,6.09,5.48,5.99,76.1,1,0,0.0,0,0,53.2,1.7,25.4,25.1,0,0.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
25103,6.91,7.04,7.44,6.65,7.4,7.21,7.72,7.01,7.09,75.3,0,2,1.0,2,1,59.9,2.3,53.6,45.4,1,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
25104,10.0,9.64,9.71,9.67,10.0,10.0,10.0,10.0,9.77,92.8,2,4,3.0,3,2,68.85926127341149,3.0,80.9,82.8,1,18.32,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
25105,6.69,6.34,6.17,6.86,6.83,7.21,6.7,7.09,6.5,72.5,1,2,2.0,1,1,70.5,3.9,43.0,51.1,0,3.26,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
25106,6.85,6.51,7.01,7.11,6.35,6.44,6.72,6.88,6.85,58.2,0,1,1.0,0,0,42.5,2.3,29.6,29.0,0,0.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
25107,9.41,9.12,9.71,9.42,10.0,9.82,9.68,9.26,9.64,96.6,2,2,3.0,3,2,64.6,2.5,67.9,55.40852962724507,0,18.26,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
25108,8.69,8.58,8.78,8.67,8.39,8.91,9.08,8.81,8.69,86.0,1,1,1.0,2,0,71.7,2.9,60.9,59.9,0,18.02,0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
25109,6.18,6.19,6.25,6.19,6.46,6.42,6.54,6.3,9.9,51.8,3,5,1.0,0,1,99.3,1.2,99.4,27.4,0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
25110,9.81,9.98,9.85,9.81,10.0,9.97,10.0,10.0,10.0,90.5,2,4,3.0,2,2,78.4,3.6,94.9,84.0,1,25.99,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
25111,6.48,6.75,6.88,6.67,5.82,6.67,6.63,6.81,6.71,76.6,2,1,2.0,1,1,68.85926127341149,3.1542109566639414,61.8,71.1,0,12.28,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
25112,7.95,8.05,8.1,8.48,8.11,8.09,7.58,8.64,8.06,69.4,1,2,2.0,2,1,70.4,3.1542109566639414,55.3,53.1,0,18.26,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
25113,7.08,6.47,7.5,6.94,7.37,7.76,7.24,7.95,7.27,86.6,2,3,3.0,3,2,68.85926127341149,3.5,89.1,75.3,1,10.83,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
25114,6.13,6.59,6.66,6.68,6.36,7.37,6.64,6.51,6.7,73.6,1,2,1.8044691509931448,1,0,66.4,1.5,46.0,58.3,1,0.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
25115,10.0,10.0,9.9,10.0,10.0,10.0,10.0,9.89,9.91,79.6,1,3,3.0,3,2,79.4,4.2,80.2,79.4,0,18.54,0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
25116,5.67,5.69,5.62,6.05,5.5,6.11,5.59,5.43,5.74,67.5,0,2,1.0,2,0,51.5,2.9,68.2,45.5,0,0.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
25117,8.57,8.56,8.56,7.72,8.98,8.94,9.07,9.04,8.59,75.7,1,4,3.0,3,1,77.2,5.0,65.3,71.5,0,18.2,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
25118,9.11,9.33,9.34,9.32,9.46,9.78,9.64,9.32,9.53,83.1,2,5,3.0,3,2,86.8,3.6,84.5,73.0,1,25.01,0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
25119,7.41,7.84,7.88,7.61,8.01,7.95,6.91,7.66,7.54,72.4,1,2,1.0,2,1,62.8,3.0,47.0,46.5,0,8.02,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
25120,8.06,8.44,8.04,8.43,8.4,8.53,8.56,8.85,8.51,57.2,1,1,1.0,1,0,75.5,1.8,56.5,52.7,1,18.39,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
25121,9.07,9.28,9.45,9.31,9.21,9.6,9.25,9.09,9.23,88.0,2,4,3.0,4,0,79.9,4.5,73.5,79.4,1,25.48,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
25122,5.65,5.88,5.16,5.31,5.72,5.67,5.19,5.78,5.54,58.6,0,0,1.0,0,0,45.7,1.7,22.1,29.8,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
25123,7.44,6.93,7.44,6.84,7.42,7.5,7.2,6.76,7.26,59.1,1,1,1.8044691509931448,0,0,43.5,1.6,23.0,32.3,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
25124,5.45,5.18,5.37,5.06,4.68,5.28,5.2,5.0,5.25,50.0,0,1,1.0,0,0,46.0,2.2,57.41127296699558,29.0,0,0.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
