StudentID,SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,SGPA_Sem8,CGPA,AttendancePercent,Internships,Projects,Workshops,Certifications,Publications,AptitudeTestScore,SoftSkillsRating,CodingTestScore,MockInterviewScore,ExtraCurricular,Salary Package,IsAnomaly,PlacementStatus,Target_Gender,Target_City,Target_CollegeTier,Target_Stream,Target_Specialisation,Target_Hostel,Target_HistoryOfBacklogs,Target_CGPA_Tier
30100,8.32,7.45,7.42,7.07,7.78,7.34,7.69,7.69,7.42,80.4,2,2,2.0,2,0,67.0,2.8,50.4,59.7,1,8.95,0,1,0.6553077968490462,0.6553480475382003,0.6976624490671242,0.6716653512233622,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.7792716749065477
30101,8.04,7.87,8.0,7.74,8.14,8.24,7.82,7.45,7.84,77.0,2,3,3.0,4,1,76.0,4.6,100.0,68.9,1,8.99,0,1,0.6553077968490462,0.6506528701650652,0.6976624490671242,0.6716653512233622,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.7792716749065477
30102,8.75,8.65,8.51,8.46,8.81,8.43,8.93,9.16,8.65,87.2,2,3,1.8044691509931448,2,2,65.4,3.6,66.5,81.2,1,22.86,0,1,0.6583148043673049,0.6467799288818649,0.6976624490671242,0.6487879142756763,0.6516526517359088,0.6592842673869007,0.30229493795981116,0.9910676817936575
30103,8.16,7.63,7.51,8.18,8.24,7.36,7.81,7.95,7.83,72.8,1,2,1.8044691509931448,3,1,71.3,4.8,89.0,77.8,1,8.7,0,1,0.6583148043673049,0.6605866403746611,0.6976624490671242,0.6532128154644711,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.7792716749065477
30104,8.47,8.28,8.26,7.92,8.31,8.45,8.69,8.57,8.53,96.8,2,3,2.0,2,1,83.1,4.0,69.4,89.8,1,22.2,0,1,0.6583148043673049,0.6553480475382003,0.6976624490671242,0.6716653512233622,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.9910676817936575
30105,5.71,5.81,5.88,6.21,5.88,6.63,6.1,5.79,5.82,83.3,2,2,1.0,2,0,57.7,3.1542109566639414,54.3,49.4,0,3.36,0,1,0.6583148043673049,0.6506528701650652,0.9081480429068693,0.6487879142756763,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.20313153648479054
30106,6.39,6.4,6.86,7.13,6.86,6.55,6.67,7.1,6.79,83.9,2,3,2.0,3,1,84.1,3.1542109566639414,66.9,68.4,1,8.0,0,1,0.6553077968490462,0.6506528701650652,0.6976624490671242,0.6487879142756763,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.7792716749065477
30107,7.48,7.61,8.0,7.64,7.47,8.01,8.33,8.45,7.99,100.0,1,4,2.0,3,2,100.0,5.0,76.9,75.2,1,8.87,0,1,0.6583148043673049,0.6529160739687055,0.6976624490671242,0.6487879142756763,0.6584004959702418,0.6592842673869007,0.7361406597706209,0.7792716749065477
30108,7.09,6.63,7.14,6.49,6.82,7.6,7.26,6.86,6.87,85.2,1,2,2.0,1,1,65.9,3.2,57.9,50.0,1,8.91,0,1,0.6553077968490462,0.6591515870661525,0.6976624490671242,0.6532128154644711,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.7792716749065477
30109,7.84,7.9,7.08,7.69,8.16,7.77,8.15,8.31,7.85,79.0,1,1,1.8044691509931448,1,1,77.0,1.8,57.41127296699558,63.1,1,8.28,0,1,0.6583148043673049,0.6616339540345579,0.9081480429068693,0.6486231313926043,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.7792716749065477
30110,9.86,9.64,10.0,10.0,9.91,10.0,10.0,10.0,9.96,70.6,2,4,3.0,3,2,71.5,3.6,77.3,83.7,1,25.7,0,1,0.6583148043673049,0.6597051597051597,0.6976624490671242,0.651540003644979,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.9910676817936575
30111,8.4,8.87,8.66,9.12,8.78,8.67,9.19,8.99,8.8,84.7,2,2,3.0,3,2,78.6,4.3,87.5,90.3,1,22.8,0,1,0.6583148043673049,0.6616339540345579,0.6976624490671242,0.6563886424134872,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.9910676817936575
30112,9.17,8.18,9.22,8.87,8.76,9.08,9.1,9.28,8.86,86.6,2,4,3.0,3,1,93.1,2.9,88.5,65.8,1,18.97,0,1,0.6583148043673049,0.6529160739687055,0.6976624490671242,0.6487879142756763,0.6584004959702418,0.6592842673869007,0.7361406597706209,0.9910676817936575
30113,7.06,7.13,6.98,7.37,7.44,7.36,6.9,7.39,7.2,81.0,1,1,1.8044691509931448,2,1,74.3,3.1,63.1,51.3,0,8.51,0,1,0.6553077968490462,0.6597051597051597,0.9081480429068693,0.6486231313926043,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.7792716749065477
30114,7.27,7.47,8.3,7.69,7.93,7.76,8.06,7.91,7.84,91.2,2,3,1.8044691509931448,2,1,79.1,3.9,57.41127296699558,55.40852962724507,1,8.89,0,1,0.6553077968490462,0.6506528701650652,0.6976624490671242,0.6716653512233622,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.7792716749065477
30115,4.8,4.9,4.79,4.78,4.51,5.06,4.67,5.64,4.81,70.9,1,2,2.0,2,0,69.8,2.9,50.5,58.4,1,0.0,0,0,0.6583148043673049,0.6591515870661525,0.3018718274111675,0.6716653512233622,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.20313153648479054
30116,7.67,8.16,7.77,8.27,8.2,8.11,8.23,8.09,8.0,89.1,3,4,4.0,4,1,80.3,5.0,73.9,77.3,0,8.03,0,1,0.6553077968490462,0.661128903122498,0.6976624490671242,0.6716653512233622,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.7792716749065477
30117,7.91,8.08,8.16,8.57,8.31,8.56,8.76,8.64,8.51,86.3,1,2,3.0,3,2,68.85926127341149,4.3,57.41127296699558,78.2,1,18.58,0,1,0.6553077968490462,0.6591515870661525,0.9081480429068693,0.6487879142756763,0.6622787899921542,0.6592842673869007,0.7361406597706209,0.9910676817936575
30118,7.31,6.85,7.57,7.81,7.73,7.4,7.33,8.01,7.56,59.0,1,3,2.0,1,0,76.0,3.1,47.8,64.9,1,0.0,0,0,0.6583148043673049,0.661128903122498,0.6976624490671242,0.6716653512233622,0.6584004959702418,0.6592842673869007,0.30229493795981116,0.7792716749065477
30119,9.76,9.66,10.0,9.95,9.63,10.0,9.19,9.66,9.79,84.6,2,3,3.0,3,1,81.6,3.3,57.41127296699558,71.7,0,18.63,0,1,0.6583148043673049,0.6529160739687055,0.9081480429068693,0.6487879142756763,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.9910676817936575
30120,10.0,10.0,9.4,9.76,10.0,10.0,10.0,10.0,9.83,94.4,2,3,3.0,2,1,68.85926127341149,5.0,75.1,65.1,1,25.91,0,1,0.6583148043673049,0.6609427609427609,0.6976624490671242,0.6532128154644711,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.9910676817936575
30121,8.39,8.03,8.57,8.24,7.74,8.2,7.6,8.21,8.16,92.3,1,3,4.0,3,2,70.3,3.7,87.9,72.9,1,22.96,0,1,0.6583148043673049,0.6553480475382003,0.6976624490671242,0.6532128154644711,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.9910676817936575
30122,8.03,8.14,8.52,8.24,8.42,8.52,8.32,8.47,8.22,83.0,2,3,2.0,3,2,73.6,4.0,68.8,79.8,1,22.98,0,1,0.6583148043673049,0.6553480475382003,0.9081480429068693,0.6532128154644711,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.9910676817936575
30123,7.92,8.1,8.14,8.47,8.03,8.09,8.26,8.41,8.1,84.2,0,2,2.0,1,0,60.7,3.6,55.4,54.8,1,22.48,0,1,0.6583148043673049,0.6529160739687055,0.3018718274111675,0.6532128154644711,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.9910676817936575
30124,8.29,8.41,8.23,8.59,8.52,8.07,9.01,9.15,8.7,76.3,3,3,2.0,3,1,76.7,4.0,87.0,66.8,1,22.05,0,1,0.6583148043673049,0.6553480475382003,0.9081480429068693,0.6532128154644711,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.9910676817936575
30125,5.11,5.05,5.18,5.19,4.53,4.84,4.5,4.49,5.01,50.0,1,1,0.0,0,0,47.2,1.6,28.7,33.1,1,0.0,0,0,0.6583148043673049,0.6597051597051597,0.6976624490671242,0.651540003644979,0.6563831350080799,0.6592842673869007,0.30229493795981116,0.20313153648479054
30126,6.4,6.86,6.51,6.46,6.47,6.35,6.58,6.5,6.65,53.9,0,1,0.0,0,0,40.0,1.5,31.2,35.6,0,0.0,0,0,0.6583148043673049,0.6605866403746611,0.3018718274111675,0.6532128154644711,0.6584004959702418,0.6592842673869007,0.30229493795981116,0.7792716749065477
30127,7.03,7.4,6.71,7.22,7.13,6.62,7.01,6.78,7.07,79.9,1,2,1.0,2,0,71.9,2.8,52.6,35.7,0,12.29,0,1,0.6583148043673049,0.6467799288818649,0.6976624490671242,0.6532128154644711,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.7792716749065477
30128,9.17,8.96,9.59,9.37,9.76,9.9,9.57,9.85,9.45,94.6,2,4,3.0,4,2,67.7,4.2,68.5,63.5,0,18.73,0,1,0.6553077968490462,0.6616339540345579,0.9081480429068693,0.6716653512233622,0.6584004959702418,0.6592842673869007,0.7361406597706209,0.9910676817936575
30129,5.88,6.22,6.25,6.54,6.33,5.68,6.23,5.34,5.98,65.6,0,0,1.0,0,0,45.0,1.0,26.7,55.40852962724507,0,0.0,0,0,0.6553077968490462,0.6467799288818649,0.6976624490671242,0.6487879142756763,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.20313153648479054
30130,8.96,9.19,9.3,8.93,9.51,8.85,9.29,9.06,9.17,92.0,2,4,2.0,3,1,68.85926127341149,3.7,77.4,76.1,0,18.72,0,1,0.6583148043673049,0.6597051597051597,0.9081480429068693,0.6532128154644711,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.9910676817936575
30131,8.14,7.99,8.52,8.34,8.61,8.19,8.56,8.21,8.51,83.4,3,3,1.8044691509931448,2,1,75.3,3.8,90.7,69.6,1,22.16,0,1,0.6553077968490462,0.6467799288818649,0.9081480429068693,0.6563886424134872,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.9910676817936575
30132,10.0,10.0,9.73,9.55,10.0,9.44,10.0,10.0,9.74,92.5,2,4,2.0,3,1,74.3,3.0,68.0,76.3,1,18.59,0,1,0.6583148043673049,0.6591515870661525,0.9081480429068693,0.651540003644979,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.9910676817936575
30133,4.65,4.52,4.17,4.56,4.49,4.0,4.87,4.02,4.34,62.5,0,1,1.0,1,0,68.85926127341149,1.6,37.7,29.5,0,0.0,0,0,0.6553077968490462,0.6529160739687055,0.3018718274111675,0.6716653512233622,0.6516526517359088,0.6592842673869007,0.30229493795981116,0.20313153648479054
30134,9.28,9.93,9.71,9.01,8.98,9.71,9.5,9.51,9.49,91.6,2,3,3.0,2,1,76.4,3.4,89.2,75.5,0,18.28,0,1,0.6583148043673049,0.6616339540345579,0.9081480429068693,0.6532128154644711,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.9910676817936575
30135,5.75,5.8,6.03,5.59,6.27,5.38,5.33,5.34,5.77,63.6,0,2,1.0,1,0,54.1,2.3,28.2,28.3,0,0.0,0,0,0.6583148043673049,0.6506528701650652,0.3018718274111675,0.6532128154644711,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.20313153648479054
30136,8.22,7.45,7.24,7.86,7.54,8.15,7.9,7.99,7.8,84.9,3,3,3.0,3,2,91.4,3.9,71.2,55.40852962724507,1,8.59,0,1,0.6583148043673049,0.6553480475382003,0.6976624490671242,0.6716653512233622,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.7792716749065477
30137,4.15,4.53,4.49,4.52,4.19,4.57,4.34,4.37,4.42,60.5,1,1,0.0,0,0,41.4,2.0,25.8,24.9,0,0.0,0,0,0.6553077968490462,0.6467799288818649,0.3018718274111675,0.6486231313926043,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.20313153648479054
30138,4.59,4.27,4.1,4.0,4.0,4.07,4.14,4.46,4.12,69.0,0,0,0.0,1,0,45.4,1.0,27.2,33.0,0,0.0,0,0,0.6583148043673049,0.661128903122498,0.3018718274111675,0.6563886424134872,0.6563831350080799,0.6592842673869007,0.30229493795981116,0.20313153648479054
30139,5.54,5.48,5.2,4.08,4.79,4.52,4.97,4.65,4.77,66.3,0,1,1.0,0,1,51.7,3.1542109566639414,23.0,35.8,0,0.0,0,0,0.6583148043673049,0.6597051597051597,0.3018718274111675,0.6486231313926043,0.6622787899921542,0.6553895987043369,0.30229493795981116,0.20313153648479054
30140,7.72,7.07,7.64,7.14,7.58,7.35,8.09,7.62,7.56,73.2,1,2,2.0,2,0,85.7,2.3,53.7,55.9,1,8.28,0,1,0.6583148043673049,0.6605866403746611,0.6976624490671242,0.6532128154644711,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.7792716749065477
30141,5.53,6.05,5.74,5.62,5.15,4.96,5.2,5.4,5.48,53.1,0,1,0.0,0,0,46.7,1.7,34.3,35.7,0,0.0,0,0,0.6553077968490462,0.6616339540345579,0.6976624490671242,0.651540003644979,0.6622787899921542,0.6592842673869007,0.30229493795981116,0.20313153648479054
30142,4.29,4.33,4.1,4.02,4.0,4.5,4.0,4.29,4.26,50.8,0,1,0.0,0,0,51.4,1.2,30.6,26.0,0,0.0,0,0,0.6583148043673049,0.6597051597051597,0.6976624490671242,0.6532128154644711,0.6563831350080799,0.6553895987043369,0.30229493795981116,0.20313153648479054
30143,8.65,8.88,8.25,9.12,8.1,8.55,8.64,9.67,8.64,100.0,2,3,3.0,3,1,77.2,4.2,92.8,69.8,0,18.17,0,1,0.6553077968490462,0.6605866403746611,0.6976624490671242,0.6487879142756763,0.6622787899921542,0.6592842673869007,0.30229493795981116,0.9910676817936575
30144,7.61,6.91,7.6,7.64,7.95,8.32,8.54,7.66,7.7,74.4,1,2,1.0,2,0,68.1,2.7,54.4,61.2,1,8.9,0,1,0.6553077968490462,0.6553480475382003,0.6976624490671242,0.6487879142756763,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.7792716749065477
30145,5.2,4.34,5.0,4.74,4.31,4.5,4.93,4.73,4.62,62.0,1,2,2.0,2,1,79.1,3.1,62.0,55.40852962724507,0,3.77,0,1,0.6553077968490462,0.6609427609427609,0.9081480429068693,0.6716653512233622,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.20313153648479054
30146,8.05,8.34,8.05,8.4,8.7,8.41,8.86,8.31,8.28,77.9,2,3,4.0,3,1,68.85926127341149,4.9,81.9,76.2,1,22.44,0,1,0.6583148043673049,0.6605866403746611,0.9081480429068693,0.6716653512233622,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.9910676817936575
30147,8.22,8.06,8.61,8.69,8.14,8.32,8.12,8.69,8.4,79.9,1,2,2.0,1,1,61.3,1.8,59.3,61.1,1,18.29,0,1,0.6583148043673049,0.6597051597051597,0.6976624490671242,0.6486231313926043,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.9910676817936575
30148,6.87,7.32,7.57,7.87,7.74,7.06,7.62,7.56,9.98,74.9,3,5,3.0,3,2,99.9,2.9,95.2,69.0,0,8.85,1,1,0.6553077968490462,0.6553480475382003,0.9081480429068693,0.6716653512233622,0.6622787899921542,0.6592842673869007,0.7361406597706209,0.7792716749065477
30149,6.85,5.95,6.05,6.31,6.56,6.62,6.56,6.4,6.28,63.1,1,2,2.0,2,0,71.3,2.6,64.9,46.0,1,0.0,0,0,0.6583148043673049,0.6605866403746611,0.3018718274111675,0.6487879142756763,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.20313153648479054
30150,8.31,7.79,7.83,7.89,8.34,8.42,8.43,8.36,8.04,81.9,2,3,3.0,3,1,65.2,5.0,72.2,80.1,1,22.69,0,1,0.6583148043673049,0.6506528701650652,0.6976624490671242,0.6486231313926043,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.9910676817936575
30151,10.0,10.0,10.0,10.0,10.0,10.0,9.96,9.96,9.95,88.7,3,3,3.0,4,0,68.85926127341149,5.0,80.3,80.6,1,25.42,0,1,0.6553077968490462,0.6506528701650652,0.6976624490671242,0.6487879142756763,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.9910676817936575
30152,9.79,9.99,10.0,9.93,10.0,9.82,10.0,9.84,4.02,51.44467489,2,4,1.8044691509931448,4,1,35.2,3.7,7.8,81.1,1,18.02,1,1,0.6583148043673049,0.6609427609427609,0.9081480429068693,0.6532128154644711,0.6584004959702418,0.6592842673869007,0.7361406597706209,0.9910676817936575
30153,6.0,6.2,6.52,6.77,5.67,6.44,6.39,6.24,6.22,60.5,0,0,0.0,1,0,55.8,1.2,31.5,27.9,1,0.0,0,0,0.6553077968490462,0.6605866403746611,0.6976624490671242,0.6486231313926043,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.20313153648479054
30154,9.96,9.68,9.39,10.0,10.0,9.59,10.0,9.77,9.78,83.5,2,3,2.0,4,1,68.85926127341149,4.0,78.5,67.9,1,25.49,0,1,0.6553077968490462,0.6605866403746611,0.9081480429068693,0.6716653512233622,0.6622787899921542,0.6592842673869007,0.7361406597706209,0.9910676817936575
30155,5.14,4.94,4.82,4.58,4.56,5.01,4.76,4.7,5.03,61.0,1,0,1.0,1,0,42.6,1.8,28.0,29.4,0,0.0,0,0,0.6583148043673049,0.6605866403746611,0.3018718274111675,0.6716653512233622,0.6563831350080799,0.6553895987043369,0.30229493795981116,0.20313153648479054
30156,5.98,5.65,6.1,6.16,6.31,6.19,6.28,5.71,6.11,80.5,2,0,2.0,2,1,80.1,2.4,64.7,49.2,1,0.0,0,0,0.6553077968490462,0.6529160739687055,0.6976624490671242,0.6563886424134872,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.20313153648479054
30157,5.92,6.24,6.47,6.68,6.07,6.2,6.43,6.48,6.22,80.5,1,2,1.0,1,0,79.2,2.4,62.6,50.4,0,0.0,0,0,0.6583148043673049,0.6553480475382003,0.6976624490671242,0.651540003644979,0.6563831350080799,0.6553895987043369,0.30229493795981116,0.20313153648479054
30158,9.26,9.98,9.87,9.67,9.87,9.61,9.93,10.0,9.83,95.6,3,3,2.0,2,1,82.5,5.0,82.1,72.0,1,25.58,0,1,0.6583148043673049,0.6605866403746611,0.9081480429068693,0.6716653512233622,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.9910676817936575
30159,8.65,9.25,9.13,8.78,8.87,8.98,9.24,9.34,9.05,76.3,1,4,3.0,4,2,65.6,3.3,79.3,51.7,0,18.81,0,1,0.6553077968490462,0.661128903122498,0.6976624490671242,0.6716653512233622,0.6516526517359088,0.6592842673869007,0.7361406597706209,0.9910676817936575
30160,8.45,8.73,8.56,8.41,8.38,8.67,8.6,8.77,8.78,75.4,1,2,1.8044691509931448,1,1,64.9,3.4,64.5,55.40852962724507,0,18.2,0,1,0.6583148043673049,0.6506528701650652,0.6976624490671242,0.6716653512233622,0.6563831350080799,0.6592842673869007,0.30229493795981116,0.9910676817936575
30161,7.81,7.34,7.93,7.92,7.96,7.42,7.96,8.58,4.4,51.02643528,2,2,4.0,4,1,34.2,3.6,57.41127296699558,71.4,1,8.16,1,1,0.6553077968490462,0.6616339540345579,0.9081480429068693,0.6532128154644711,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.7792716749065477
30162,8.57,8.4,8.87,8.81,9.16,8.54,8.55,8.8,8.7,87.2,1,2,2.0,2,0,62.8,2.9,54.0,55.7,1,18.83,0,1,0.6583148043673049,0.6467799288818649,0.9081480429068693,0.6532128154644711,0.6584004959702418,0.6592842673869007,0.7361406597706209,0.9910676817936575
30163,6.15,5.52,5.04,4.82,5.63,5.51,4.78,5.28,5.41,68.9,0,1,1.8044691509931448,1,1,47.0,2.2,27.7,37.0,0,0.0,0,0,0.6583148043673049,0.661128903122498,0.6976624490671242,0.6532128154644711,0.6584004959702418,0.6592842673869007,0.30229493795981116,0.20313153648479054
30164,9.8,9.23,8.22,9.1,9.36,9.09,9.39,9.04,9.27,99.7,2,3,3.0,2,1,74.5,5.0,66.2,71.9,0,18.43,0,1,0.6583148043673049,0.6605866403746611,0.6976624490671242,0.6487879142756763,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.9910676817936575
30165,7.64,7.41,8.06,7.36,7.84,7.57,7.55,7.79,7.64,72.7,0,3,2.0,2,0,67.1,1.8,55.4,45.7,0,8.62,0,1,0.6583148043673049,0.6467799288818649,0.3018718274111675,0.6532128154644711,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.7792716749065477
30166,6.1,5.92,6.29,5.91,5.4,5.46,5.85,5.59,5.79,68.0,1,0,1.8044691509931448,1,0,61.2,1.6,31.1,35.7,1,0.0,0,0,0.6583148043673049,0.6605866403746611,0.3018718274111675,0.6532128154644711,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.20313153648479054
30167,7.17,7.3,7.85,6.71,7.16,7.4,7.0,6.39,7.08,67.2,0,0,0.0,0,0,42.1,2.0,32.1,36.5,0,0.0,0,0,0.6583148043673049,0.6597051597051597,0.6976624490671242,0.6716653512233622,0.6516526517359088,0.6553895987043369,0.30229493795981116,0.7792716749065477
30168,6.49,6.4,5.82,6.23,5.88,6.18,5.42,5.67,5.92,63.0,0,1,1.0,0,0,56.4,1.2,27.2,31.9,1,0.0,0,0,0.6583148043673049,0.661128903122498,0.6976624490671242,0.6487879142756763,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.20313153648479054
30169,5.33,5.08,5.21,5.4,5.57,4.72,4.6,5.3,5.07,55.3,0,1,1.0,1,0,57.1,2.2,27.8,30.3,0,0.0,0,0,0.6583148043673049,0.6591515870661525,0.3018718274111675,0.6486231313926043,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.20313153648479054
30170,5.88,6.2,6.68,6.54,6.17,6.68,6.7,6.62,6.49,89.0,2,2,2.0,4,1,99.8,3.8,70.4,66.2,1,6.25,0,1,0.6583148043673049,0.6506528701650652,0.6976624490671242,0.6716653512233622,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.20313153648479054
30171,4.42,5.32,4.79,4.54,4.36,5.03,4.65,4.45,4.55,66.6,1,0,0.0,0,0,58.2,1.4,23.7,26.8,0,0.0,0,0,0.6583148043673049,0.6605866403746611,0.6976624490671242,0.6716653512233622,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.20313153648479054
30172,4.36,4.07,4.0,4.41,4.36,4.29,4.0,4.67,4.45,60.7,1,0,0.0,0,0,43.8,1.8,25.0,30.6,0,0.0,0,0,0.6583148043673049,0.6467799288818649,0.3018718274111675,0.6532128154644711,0.6584004959702418,0.6592842673869007,0.30229493795981116,0.20313153648479054
30173,6.8,5.84,6.39,6.63,6.78,6.6,6.68,6.55,6.54,73.0,1,2,1.0,2,1,56.4,2.3,46.9,47.1,1,8.64,0,1,0.6583148043673049,0.6616339540345579,0.3018718274111675,0.6487879142756763,0.6516526517359088,0.6592842673869007,0.7361406597706209,0.7792716749065477
30174,9.29,9.93,9.76,9.84,9.68,9.7,10.0,10.0,9.7,78.7,1,1,2.0,2,1,59.0,3.7,58.5,55.40852962724507,1,18.14,0,1,0.6583148043673049,0.661128903122498,0.9081480429068693,0.6532128154644711,0.6622787899921542,0.6592842673869007,0.7361406597706209,0.9910676817936575
30175,7.1,6.85,6.74,6.84,6.75,7.19,7.11,6.54,6.86,73.0,1,2,2.0,1,0,61.4,2.0,66.5,52.7,0,8.52,0,1,0.6583148043673049,0.661128903122498,0.6976624490671242,0.651540003644979,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.7792716749065477
30176,7.57,8.05,7.43,7.54,8.25,7.99,7.48,8.01,7.86,90.6,2,5,2.0,3,1,74.0,4.4,77.0,79.3,0,9.98,0,1,0.6553077968490462,0.6467799288818649,0.9081480429068693,0.6532128154644711,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.7792716749065477
30177,9.74,10.0,9.91,10.0,9.91,9.52,10.0,10.0,9.89,82.0,2,3,2.0,1,1,82.4,4.8,79.7,55.40852962724507,1,18.37,0,1,0.6553077968490462,0.6609427609427609,0.9081480429068693,0.6487879142756763,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.9910676817936575
30178,6.14,6.69,6.23,5.99,6.63,6.15,6.63,6.48,6.48,70.6,1,1,1.0,1,1,90.4,2.9,50.7,54.8,0,5.48,0,1,0.6553077968490462,0.6605866403746611,0.3018718274111675,0.6487879142756763,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.20313153648479054
30179,8.48,8.0,8.37,8.15,8.32,8.36,8.49,7.89,8.28,83.0,0,2,1.0,2,0,62.6,2.7,63.4,47.9,0,18.22,0,1,0.6583148043673049,0.661128903122498,0.9081480429068693,0.6532128154644711,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.9910676817936575
30180,6.87,6.8,6.04,6.8,7.12,7.0,7.75,6.75,6.94,82.4,0,2,1.0,2,0,67.0,4.7,54.1,44.9,0,8.45,0,1,0.6583148043673049,0.6529160739687055,0.6976624490671242,0.6487879142756763,0.6516526517359088,0.6553895987043369,0.7361406597706209,0.7792716749065477
30181,7.07,8.13,8.26,7.73,7.74,8.76,7.87,7.65,7.94,97.1,1,3,2.0,3,2,68.85926127341149,3.1542109566639414,82.0,69.1,1,8.33,0,1,0.6583148043673049,0.6605866403746611,0.6976624490671242,0.6487879142756763,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.7792716749065477
30182,9.37,9.65,8.97,8.96,9.4,9.74,9.06,9.75,9.4,83.3,1,2,1.0,3,1,75.4,3.1,59.1,47.7,0,18.7,0,1,0.6583148043673049,0.6616339540345579,0.6976624490671242,0.6532128154644711,0.6584004959702418,0.6553895987043369,0.7361406597706209,0.9910676817936575
30183,9.45,8.91,8.9,9.5,9.17,9.84,9.72,9.58,9.29,92.2,1,3,3.0,3,2,68.85926127341149,3.3,73.7,73.0,0,18.09,0,1,0.6583148043673049,0.661128903122498,0.9081480429068693,0.6563886424134872,0.6516526517359088,0.6592842673869007,0.7361406597706209,0.9910676817936575
30184,7.77,7.9,8.02,7.66,8.13,8.18,7.88,8.51,7.98,99.6,1,3,2.0,3,3,100.0,5.0,71.3,55.40852962724507,0,8.65,0,1,0.6583148043673049,0.6553480475382003,0.6976624490671242,0.6486231313926043,0.6563831350080799,0.6592842673869007,0.7361406597706209,0.7792716749065477
30185,5.52,6.2,6.21,5.74,5.96,6.5,6.46,6.06,6.08,87.1,2,2,2.0,1,1,67.2,2.3,57.3,47.3,0,3.34,0,1,0.6553077968490462,0.6467799288818649,0.3018718274111675,0.6532128154644711,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.20313153648479054
30186,7.16,6.4,6.28,6.99,7.77,7.08,7.78,7.36,7.05,79.6,1,2,2.0,2,0,78.8,3.8,54.7,55.40852962724507,1,8.71,0,1,0.6583148043673049,0.6553480475382003,0.9081480429068693,0.6716653512233622,0.6622787899921542,0.6553895987043369,0.7361406597706209,0.7792716749065477
30187,9.03,9.27,9.15,9.03,10.0,9.52,9.93,9.52,9.46,81.2,1,4,3.0,4,2,94.3,5.0,73.5,72.4,1,25.52,0,1,0.6583148043673049,0.6529160739687055,0.6976624490671242,0.6487879142756763,0.6563831350080799,0.6553895987043369,0.7361406597706209,0.9910676817936575
